121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,120,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,120,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,120,120,120,120,122,122,122,122,122,122
122,122,122,120,122,122,120,122,122,122,122,122,122,120,122,122,120,120,120,120,120,122,122,121,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,120,120,122,122,122,122,122,122,122,122,122,122,122,122,122,121,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,120,122,122,122,122,122,121,121,121,121,122,122,122,122,122,122
122,122,122,121,122,122,121,122,122,122,122,122,122,121,122,122,121,121,121,121,121,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,121,121,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,121,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,120,120,120,120,120,120,120,120,120,120,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,121,122,122,121,122,122,121,122,120,120,120,122,122,120,122,122,122
122,122,122,122,120,122,122,122,120,122,122,122,122,122,122,122,122,122,122,122,122,122,122,120,120,-1,84,84,84,-1,-1,-1,-1,-1,-1,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,120,120,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,84,-1,122,122,122,122,122,122,122,122,121,84,121,122,122,121,120,122,122
122,122,122,122,121,122,122,122,121,122,122,122,122,122,122,122,122,122,122,122,120,120,120,-1,-1,84,85,85,85,84,-1,-1,-1,-1,-1,122,122,122,122,122,122,122,122,122,122,122,122,122,122,120,122,122,122,122,122,120,-1,-1,-1,-1,-1,84,-1,-1,-1,84,-1,84,-1,84,84,85,83,121,122,122,122,122,122,122,122,122,122,83,122,122,122,122,121,122,122
122,122,120,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,120,-1,-1,-1,-1,-1,85,85,85,85,85,84,-1,-1,-1,-1,122,122,122,122,122,122,122,122,122,122,122,122,122,122,-1,122,122,122,122,120,-1,-1,-1,-1,-1,-1,85,84,84,84,85,-1,85,84,85,85,85,121,122,122,122,122,122,122,122,122,122,122,121,122,122,122,122,122,122,122
122,122,121,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,120,-1,-1,-1,-1,-1,-1,83,85,85,85,85,85,-1,-1,-1,-1,120,122,122,122,122,120,122,122,120,122,122,122,122,120,-1,122,122,120,120,-1,-1,-1,-1,-1,84,84,83,83,83,83,83,84,85,85,85,85,85,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122
